"WKT";"ID";"NOMBRE";"PERIMETRO";"AREA"
"POLYGON ((-58.411918809529602 -34.598003076028171,-58.410294122844761 -34.598092744136601,-58.409428068603297 -34.59808842640723,-58.408721451394321 -34.598078536942758,-58.408576709491214 -34.598076127338629,-58.4081479470603 -34.598068986319596,-58.408056710911644 -34.598067598614989,-58.406626210562465 -34.598045830876273,-58.405882181070602 -34.598042362136653,-58.405586249191963 -34.598040981639556,-58.404870132950535 -34.598037633681585,-58.404731949140618 -34.598036987657537,-58.40450668375842 -34.598035964358935,-58.403721495219358 -34.598455112200959,-58.403632176833298 -34.598502793101765,-58.40344500653039 -34.598602708395745,-58.403082757590404 -34.598796082509622,-58.402536796413294 -34.59908751421721,-58.402474346014685 -34.599120865520568,-58.402008214320269 -34.599369728607051,-58.401463848927349 -34.599436686320054,-58.401208162325496 -34.599468135199714,-58.401070185830804 -34.599484522535349,-58.401069411934472 -34.599484614027389,-58.400476859923089 -34.599555276625182,-58.39992090643706 -34.59962157065862,-58.398776695566205 -34.59975410009195,-58.398722999019682 -34.599760318887739,-58.39865509051981 -34.599758992501755,-58.397185655380426 -34.599730276698601,-58.396640165560115 -34.599719574526091,-58.395816345367962 -34.599703406070184,-58.394711733823613 -34.599681880414131,-58.394684982319212 -34.599681214622734,-58.394396109212877 -34.599674027247502,-58.39307923644796 -34.59964087639726,-58.392930824537672 -34.599637140522077,-58.391552870816355 -34.599564370289727,-58.391481144641787 -34.599559970887071,-58.391375475559983 -34.599553491118819,-58.390140186619234 -34.599472196914192,-58.389664127172061 -34.599440854828082,-58.389602740128417 -34.59943679722987,-58.389480260800688 -34.599428703025225,-58.389389749946609 -34.599423674349211,-58.388147198036052 -34.599354653610185,-58.388113402810028 -34.599352783195073,-58.387967616419289 -34.599344716138866,-58.387951576431995 -34.599343828199714,-58.38686343783025 -34.599292872621739,-58.3868058657131 -34.599290161219244,-58.385531160590311 -34.599230486804139,-58.385471688994819 -34.599227701495124,-58.384203005210956 -34.599168228292683,-58.384028589976118 -34.599160157917538,-58.383875902827533 -34.599153085633368,-58.382771831148816 -34.5991019446274,-58.382520854865199 -34.599090300662915,-58.382088905593257 -34.599070227686425,-58.381949360577615 -34.599063751484174,-58.381818538849494 -34.599057680898035,-58.381663006436192 -34.599050462008208,-58.381249874676008 -34.59903128712547,-58.381249708913472 -34.599033419578561,-58.381233054912933 -34.599249243054253,-58.381201706691932 -34.599758017897436,-58.381182859852956 -34.600063888410432,-58.381173346210922 -34.600214451700793,-58.381129798696229 -34.600901628435039,-58.381111495667831 -34.60119043268682,-58.381110010325614 -34.601215811173759,-58.381101794620463 -34.601356136684913,-58.381046180310527 -34.602312544523478,-58.381035417887027 -34.602517472950758,-58.380975096320014 -34.603669448667205,-58.380955913575754 -34.604036562755972,-58.380938726886001 -34.604364309942724,-58.38089966892187 -34.604935289831694,-58.380886621704946 -34.605126345071447,-58.380862284419706 -34.605581075486555,-58.380836160681461 -34.606069214240541,-58.380835343827705 -34.606084514654505,-58.380772695867051 -34.607257403194062,-58.380748641199212 -34.607707655018849,-58.380712909902918 -34.608376418186332,-58.380695141125059 -34.6087352320896,-58.380681884399856 -34.609002899108823,-58.380651054397852 -34.609605365681674,-58.380593388818802 -34.610730860715748,-58.380583313589405 -34.610926987796134,-58.3805396617187 -34.611832906616648,-58.380499400600144 -34.612667487532114,-58.380481997742827 -34.613040023279595,-58.380445362894669 -34.613822773618175,-58.380424470209483 -34.614191434106182,-58.380365169656358 -34.615240234767342,-58.380358669058388 -34.615354812458925,-58.380317571132487 -34.616427850286605,-58.380282772573786 -34.617335252546674,-58.380274464232677 -34.617638920116804,-58.38025069478585 -34.618502876865627,-58.380244331816108 -34.618733585397536,-58.380156764303131 -34.619762294392388,-58.380136422335106 -34.620001443308247,-58.380086934678502 -34.620939401121817,-58.380004807836372 -34.622135068876588,-58.380004646442508 -34.62213741424825,-58.379978878444241 -34.622309548373551,-58.379953167945793 -34.622481310595703,-58.379942127025913 -34.62255506278656,-58.379900803748555 -34.622840028550826,-58.379885954574227 -34.622942414690307,-58.379829125505047 -34.623334298602217,-58.379825422887571 -34.62335982842859,-58.379804879846176 -34.623501480836779,-58.379799731346132 -34.623542666023013,-58.37978462999645 -34.623663460935035,-58.37978206915939 -34.623683941846814,-58.379776970970028 -34.623724708916974,-58.379728200470019 -34.623935808605623,-58.379627990232947 -34.624301458167984,-58.379009061286126 -34.626084616568846,-58.3786056823145 -34.627163671726294,-58.378502932676888 -34.627461424967095,-58.378499115627235 -34.627472482891541,-58.378493406067662 -34.627489027699148,-58.378934209564413 -34.627603913055367,-58.379018521335347 -34.627625886821235,-58.379082020695797 -34.627642437301652,-58.379199603743899 -34.627673082252386,-58.379576741256614 -34.627771371286123,-58.379612339534248 -34.627780649810354,-58.379797999899097 -34.627783052840329,-58.381428483103235 -34.627804152970178,-58.381432031366053 -34.627804198799637,-58.381443174493015 -34.627804536339958,-58.381792147064544 -34.627815073455267,-58.381831538117943 -34.627817567749339,-58.381841919492466 -34.627818225511561,-58.382164092941139 -34.627838630789114,-58.382397831119086 -34.627853418963355,-58.38240143645114 -34.627853646366347,-58.382718842668424 -34.627859990122403,-58.382731398957638 -34.627860242091117,-58.382809436984942 -34.627861801861222,-58.382810930041771 -34.627826264679193,-58.382821206160557 -34.627581870077023,-58.382823518992694 -34.627507679516938,-58.382824722734519 -34.627469122125696,-58.38282993299746 -34.627303143413442,-58.382840396741976 -34.626969776404607,-58.382840715984564 -34.626959608468518,-58.383148865810064 -34.626963120344847,-58.384088116533441 -34.626998025107575,-58.384349826846758 -34.627010025975402,-58.384669639068349 -34.627024598209879,-58.385329268771486 -34.627048872078632,-58.385729012913146 -34.627063582442013,-58.386273127478844 -34.627083577524502,-58.386951533919536 -34.627108503613712,-58.387125940649632 -34.62711586831103,-58.387181724560627 -34.627118223030564,-58.387502559743226 -34.627131661672763,-58.388295449829023 -34.62716468475174,-58.388684098994375 -34.627180836678555,-58.389190228391058 -34.627198421604668,-58.389263754980689 -34.627200977531047,-58.389386960821085 -34.627205839987084,-58.389437719930633 -34.627207842931838,-58.389670380990658 -34.627216996837376,-58.390248168611947 -34.62723086297683,-58.391169800719801 -34.627253026813889,-58.392159429635086 -34.627263603470794,-58.392294468510663 -34.627287578639397,-58.393206079292753 -34.627449421202009,-58.394292856595023 -34.627642436900445,-58.395345478042636 -34.627829295991006,-58.396737920067999 -34.628074892936269,-58.396806993175169 -34.628087074712653,-58.396865685618323 -34.628097528738884,-58.398432581616788 -34.628377172123784,-58.398517379832803 -34.628392304755998,-58.398594096097092 -34.628405994873631,-58.399730180481001 -34.628539972507745,-58.399906527462058 -34.628560767786446,-58.400842855800377 -34.628664136430004,-58.401100898955093 -34.628693282622031,-58.401241043957597 -34.628709101531868,-58.402385742518234 -34.628838295186732,-58.403542890482036 -34.628968937750408,-58.405453985938927 -34.629184574024379,-58.405645752668555 -34.62920621388961,-58.406513258297942 -34.629304085724868,-58.406751284703304 -34.629330956593677,-58.408364478433299 -34.629515987253988,-58.409426480998633 -34.629775902082969,-58.409581822945846 -34.629815407764397,-58.409696560417579 -34.629844586618006,-58.409868930317757 -34.629888421108504,-58.410033850141815 -34.6299280706614,-58.410518387477609 -34.630046809486259,-58.410827273138793 -34.630122503281967,-58.410975624041832 -34.630158856001266,-58.411581255863027 -34.630307263255126,-58.411779313711001 -34.630355868288738,-58.411856301693845 -34.630374771520444,-58.412036577804727 -34.630419033191117,-58.412295782951141 -34.630482672069817,-58.41230943013619 -34.630486023990493,-58.41307151273007 -34.630673031135309,-58.414425370277563 -34.631005339993656,-58.414503855577159 -34.631024604173206,-58.41582877910129 -34.631349780794821,-58.415955803247194 -34.631380956231339,-58.415955615523437 -34.631377426113048,-58.415922669156686 -34.630760429463088,-58.415905553158353 -34.630439496197624,-58.415897797162081 -34.630260866024017,-58.415894113349424 -34.630176032342696,-58.415887935129042 -34.630033751908073,-58.4158843564554 -34.629951373781196,-58.415906133874493 -34.628951207341096,-58.415924240134508 -34.628113229528338,-58.415924577532785 -34.628106223480295,-58.415935789777997 -34.627874563407161,-58.415952902283905 -34.627519841358755,-58.415960941625336 -34.627353200945073,-58.415975096942091 -34.627059762811541,-58.415983507717797 -34.626949902064659,-58.416077558105712 -34.625720322741479,-58.416099196603852 -34.625437430757358,-58.416126209853076 -34.625082425672716,-58.416164336303524 -34.624581369522609,-58.416211143107773 -34.624062778614473,-58.416217124454029 -34.623974675980264,-58.416220246983578 -34.623928692978424,-58.416278577034646 -34.62336637193004,-58.416367517734564 -34.622446513778414,-58.416509662700378 -34.620977220969884,-58.416593560213812 -34.620110206637506,-58.4165972276597 -34.620072293516813,-58.416617989424545 -34.619806800222065,-58.41663360487216 -34.619608065669588,-58.41673181182469 -34.618551587856921,-58.41673796984152 -34.618485346648633,-58.416747409722497 -34.618383770374074,-58.416750492701802 -34.618353084935244,-58.416847747488461 -34.617385248453076,-58.416851824113621 -34.61734468902101,-58.416892586821554 -34.616939088624243,-58.416921546388664 -34.616650957670068,-58.417017476533566 -34.615697015475376,-58.417158570674282 -34.614552238564258,-58.417216821532875 -34.61408816408553,-58.417243782467743 -34.613873373280072,-58.417261716626143 -34.61382831727078,-58.417320381022925 -34.613680930083241,-58.417567623728324 -34.613110544592836,-58.417835008753379 -34.612493682649344,-58.418472859394342 -34.611022172513159,-58.418520861613032 -34.61093380695258,-58.418651275536988 -34.609635635987402,-58.418788648715648 -34.608538180383292,-58.418731925244899 -34.6079655552061,-58.418664696061889 -34.607286893401451,-58.418617506959713 -34.606810498109311,-58.418614454947004 -34.606779673349031,-58.418596579385309 -34.60659860327528,-58.418353338503302 -34.605281282922881,-58.418216179232928 -34.604538318410462,-58.418088533669788 -34.603846485266494,-58.418031670429137 -34.603468985466527,-58.417999007011154 -34.603251720598699,-58.417998572058458 -34.603248824753585,-58.417903955129354 -34.602202844386781,-58.41790289545002 -34.602191143510552,-58.417891719804267 -34.602067895851157,-58.417855144716356 -34.601652710415976,-58.417794030086647 -34.600958942921551,-58.417706499828931 -34.59996612631295,-58.417912381233705 -34.599901986900214,-58.41791332356415 -34.599901693440842,-58.417543580650737 -34.599007791073227,-58.417507711193849 -34.598877701274994,-58.41747600690119 -34.598762611383037,-58.417468016930584 -34.598733598173474,-58.417262917597 -34.597825669555668,-58.41615906541481 -34.597852507558137,-58.416000483576141 -34.597854771004769,-58.415690717308941 -34.597859364502824,-58.415662541736289 -34.597859782799055,-58.414627837607071 -34.597897972600073,-58.413252545577635 -34.597948763608571,-58.412983839065902 -34.597958653161598,-58.412090935541862 -34.597993640679121,-58.412046060098632 -34.597996101247986,-58.411987169684579 -34.597999329003741,-58.411918809529602 -34.598003076028171))";1;"HTAL. DR. J.M. RAMOS MEJIA";13897,0967863;11144985,9619
"POLYGON ((-58.493245503955578 -34.581023364390134,-58.49254348310248 -34.581592929462751,-58.492405496285542 -34.58170493848084,-58.49193961336055 -34.582107251227448,-58.491751573391099 -34.582269415490202,-58.491042479293263 -34.582881014733005,-58.490519633267397 -34.583331928193516,-58.490437571605916 -34.583402654547825,-58.490264337884639 -34.583551855943014,-58.489832400720182 -34.583923726326404,-58.489505677476508 -34.584205008313795,-58.488793571310261 -34.584818215851023,-58.488193944420182 -34.58543822644404,-58.488086344685506 -34.585550648363032,-58.487443549549305 -34.586222708534351,-58.486893959765993 -34.586797279173666,-58.486802702653499 -34.586897160977294,-58.486695952676158 -34.587014088701153,-58.486543544681446 -34.587175536300457,-58.486440480735368 -34.587284712432208,-58.486111451906027 -34.587633240766685,-58.485561250458204 -34.588215903760215,-58.485490349143994 -34.588291131315813,-58.485434319829544 -34.588350579676892,-58.485078210665776 -34.588728619536226,-58.484710436325955 -34.589118983225454,-58.485816545621148 -34.589813496792068,-58.486329136175435 -34.590135340403002,-58.487458796985706 -34.590832397773262,-58.488546108867993 -34.591502982457705,-58.488593927153318 -34.591532472831858,-58.488797839307693 -34.591658207934259,-58.489737336936784 -34.592232603637406,-58.490475125015067 -34.592682532769153,-58.490627943343526 -34.592775723404891,-58.490999575530488 -34.593001285450079,-58.491939109094659 -34.593586142575383,-58.492010842267327 -34.593630797019081,-58.492783263763819 -34.594107481883277,-58.493143238535097 -34.594329631196516,-58.494190229137686 -34.594975702448217,-58.494279827056182 -34.595030990106437,-58.493129214809755 -34.596743954824355,-58.492955966406861 -34.596998289792701,-58.492908839865599 -34.597067472835107,-58.492758772837767 -34.597287799021657,-58.492029025373341 -34.598358794291556,-58.491507133417784 -34.59912486195141,-58.491405154361338 -34.599274469747847,-58.490903171505657 -34.60001046010364,-58.49041590488455 -34.600724894847353,-58.490311964646885 -34.600877388471098,-58.490253141862247 -34.600963532915095,-58.490014866812601 -34.601312895576896,-58.48995587121648 -34.601399461361197,-58.489800240461328 -34.601627606049576,-58.489755989764198 -34.601692474740474,-58.490740916818744 -34.602266006557691,-58.492102477802966 -34.603058814684367,-58.493412931744565 -34.603821842632499,-58.493439869899213 -34.603837528011248,-58.494570528118679 -34.604495855341327,-58.494671528482378 -34.604554838616181,-58.4947977338812 -34.60462854559529,-58.495350888571963 -34.604951439660297,-58.495524768533521 -34.605052734831489,-58.49569404646445 -34.605151285516278,-58.495964615436449 -34.605309631272767,-58.49629917673581 -34.605505428310465,-58.496465645425232 -34.605601512159041,-58.496637566292264 -34.605700834370268,-58.496745236302353 -34.605762715247359,-58.497153077124842 -34.605997111057832,-58.497406278136538 -34.606146199238779,-58.497558577798713 -34.606235953402688,-58.497601205576707 -34.606261077496349,-58.498263855544494 -34.606641180892041,-58.498407155154226 -34.606723325193364,-58.498591353296547 -34.606833697787096,-58.498982322434898 -34.607067957052131,-58.499118298744804 -34.607149399538415,-58.49981777636593 -34.607569203217409,-58.500959961018779 -34.608254791798551,-58.501140586253733 -34.608363189180132,-58.50223508189675 -34.609024836750827,-58.502423377690235 -34.609138652467202,-58.502878186622993 -34.609413091644676,-58.503115809833155 -34.609554948938587,-58.503119650610621 -34.609557242534763,-58.503238586928674 -34.609436422893545,-58.503479344101137 -34.60916792391096,-58.503657007204552 -34.608969787134797,-58.50378904670864 -34.608826287306215,-58.503912146332077 -34.608692579994702,-58.504134086258865 -34.608449220112895,-58.504365466341952 -34.608195506300753,-58.504474262421596 -34.608075041567666,-58.504598550326158 -34.607937388783228,-58.505034322564647 -34.607453416546548,-58.505154522334912 -34.607319990109488,-58.505203001751262 -34.607260786398939,-58.505793535483321 -34.606539595189339,-58.5060201697097 -34.606673463573074,-58.506495593809539 -34.606952389265963,-58.506663611839294 -34.607052684675686,-58.50763962416017 -34.607635415713425,-58.507780196725193 -34.607719344183693,-58.507956907217711 -34.607823436993804,-58.508132086475086 -34.607926615689813,-58.508176526806203 -34.607952663586609,-58.508652768039553 -34.60823178407751,-58.508762482692198 -34.608298849603855,-58.508823519154205 -34.608336160668102,-58.510287877191551 -34.609230911824199,-58.510332633729476 -34.609258265522264,-58.510953265093917 -34.609637566812097,-58.511726237287313 -34.61010985517585,-58.511786523487963 -34.610146691328161,-58.512253743523232 -34.610432185206953,-58.513058539410309 -34.610923947230106,-58.513694299968876 -34.611312429694927,-58.514331259406539 -34.611701611462472,-58.514969843793601 -34.612091706907627,-58.51524312457979 -34.612258707694764,-58.515605794554567 -34.612480249122235,-58.516745371483218 -34.613176534781751,-58.51728964681309 -34.613509043212396,-58.517289899795223 -34.61350919275246,-58.517415225466038 -34.613414201966982,-58.518061604509434 -34.612926499542311,-58.518222016121456 -34.612803959090066,-58.518271554466956 -34.61276611716913,-58.519219945855681 -34.612041561463656,-58.519233859681549 -34.612030930182605,-58.520253094630249 -34.611252360388356,-58.520283582884552 -34.611229071059192,-58.520406518754498 -34.611138024853048,-58.520550824753705 -34.611031121643748,-58.521167096183632 -34.610543485090858,-58.521974140987325 -34.609905044777186,-58.522657564973592 -34.609364340061887,-58.522784407029754 -34.609264062174432,-58.522947754511982 -34.609134949605526,-58.523547924424136 -34.608660561967604,-58.523572408699266 -34.608641208154914,-58.524307772259739 -34.608059877987976,-58.525035966388636 -34.607484224478597,-58.525102266563323 -34.60743181134314,-58.525146350251987 -34.607396962458772,-58.526598674204827 -34.608386880786441,-58.526965222451167 -34.608097240453347,-58.527284189136083 -34.607833247395732,-58.527392626095065 -34.607743496392509,-58.527690176821359 -34.607497224983945,-58.527819604986561 -34.607389018731418,-58.526227533917783 -34.604003953639342,-58.523509057887892 -34.59822324918099,-58.523374500392045 -34.597937093665145,-58.51565841027039 -34.581524336291281,-58.515578568405139 -34.581356832089398,-58.515536280233832 -34.581268119299445,-58.515459602904315 -34.581274675075221,-58.515299131318066 -34.581288394217992,-58.515161983982829 -34.581300119659971,-58.514999600534722 -34.581314001539333,-58.514970701908886 -34.581316471106682,-58.514818182705469 -34.581327642092063,-58.51465422225327 -34.581339969873795,-58.514353685940023 -34.581339794274378,-58.513485500974674 -34.581372464632011,-58.512484148439057 -34.581380528798526,-58.512480656034526 -34.581380606150425,-58.511102413772029 -34.581294266512678,-58.507664655071899 -34.580996568177625,-58.507027283540559 -34.580937286317926,-58.50702445220282 -34.580937023800949,-58.503108015755949 -34.58061743631243,-58.501672200229777 -34.580481409886488,-58.500528311106578 -34.580325637637962,-58.500521655953257 -34.580324999268917,-58.499929179814679 -34.580233277303066,-58.499448283951757 -34.580132076952111,-58.498596035000716 -34.579935779712962,-58.497623090882534 -34.579681159759524,-58.49675303225272 -34.579422501779312,-58.495815833070189 -34.579097927123001,-58.495563826007924 -34.579290538477224,-58.495545891960155 -34.579304245460364,-58.495416507747265 -34.579404987531902,-58.495285845518133 -34.579504464898477,-58.494460495851406 -34.580133300158195,-58.494329063945621 -34.580233477642999,-58.493618959408394 -34.580774457231186,-58.493453470382335 -34.580884785301734,-58.493245503955578 -34.581023364390134))";2;"HTAL. DR. A. ZUBIZARRETA";12949,0107768;8927569,39344
